buoy,date,speed,direction,code
Sinan,2016-01-29 04,6.6,5,N
Sinan,2016-01-29 05,5.6,348,NNW
Sinan,2016-01-29 06,6.4,221,SW
Sinan,2016-01-29 07,7.2,244,WSW
Sinan,2016-01-29 08,4.6,256,WSW
Sinan,2016-01-29 09,4.6,216,SW
Sinan,2016-01-29 10,4.7,220,SW
Sinan,2016-01-29 15,6.1,265,W
Sinan,2016-01-29 16,5.2,341,NNW
Sinan,2016-01-29 17,5.5,346,NNW
Sinan,2016-01-29 18,6.5,347,NNW
Sinan,2016-01-29 19,5.8,341,NNW
Sinan,2016-01-29 20,6,339,NNW
Sinan,2016-01-29 21,7,343,NNW
Sinan,2016-01-29 22,6.2,342,NNW
Sinan,2016-01-29 23,5.8,343,NNW
Sinan,2016-01-30 00,4.9,344,NNW
Sinan,2016-01-30 01,5.1,347,NNW
Sinan,2016-01-30 02,5.6,261,W
Sinan,2016-01-30 03,5.4,267,W
Sinan,2016-01-30 04,6.8,260,W
Sinan,2016-01-30 05,6.2,220,SW
Sinan,2016-01-30 06,6.5,225,SW
Sinan,2016-01-30 07,7.1,226,SW
Sinan,2016-01-30 17,7,134,SE
Sinan,2016-01-31 00,6.2,219,SW
Sinan,2016-01-31 01,7,226,SW
Sinan,2016-01-31 02,7.5,228,SW
