buoy,date,speed,direction,code
울산,2016-01-25 19,2.6,283,WNW
울산,2016-01-25 20,4.2,315,NW
울산,2016-01-25 21,3.9,300,WNW
울산,2016-01-25 22,4.8,309,NW
울산,2016-01-25 23,5.6,278,W
울산,2016-01-26 00,5.8,264,W
울산,2016-01-26 01,5.7,292,WNW
울산,2016-01-26 02,5.3,289,WNW
울산,2016-01-26 03,5,309,NW
울산,2016-01-26 04,6.4,317,NW
울산,2016-01-26 05,6.4,319,NW
울산,2016-01-26 06,6.6,314,NW
울산,2016-01-26 07,8.4,321,NW
울산,2016-01-26 08,7.8,344,NNW
울산,2016-01-26 09,5.1,321,NW
울산,2016-01-26 10,5.8,284,WNW
울산,2016-01-26 11,7.9,272,W
울산,2016-01-26 12,8.9,278,W
울산,2016-01-26 13,10.3,286,WNW
울산,2016-01-26 14,9.1,274,W
울산,2016-01-26 15,8.9,280,W
울산,2016-01-26 16,6.1,269,W
울산,2016-01-26 17,7.4,276,W
울산,2016-01-26 18,7.2,300,WNW
울산,2016-01-26 19,7,287,WNW
울산,2016-01-26 20,6.9,311,NW
울산,2016-01-26 21,6.2,294,WNW
울산,2016-01-26 22,4.6,330,NNW
울산,2016-01-26 23,4.5,296,WNW
울산,2016-01-27 00,9.5,248,WSW
울산,2016-01-27 01,9.4,283,WNW
울산,2016-01-27 02,5.1,260,W
울산,2016-01-27 03,5.3,275,W
울산,2016-01-27 04,6.8,270,W
울산,2016-01-27 05,7.8,308,NW
울산,2016-01-27 06,6.4,301,WNW
울산,2016-01-27 07,6.9,305,NW
울산,2016-01-27 08,5.2,278,W
울산,2016-01-27 09,4.5,287,WNW
울산,2016-01-27 10,2.6,284,WNW
울산,2016-01-27 11,3.2,277,W
울산,2016-01-27 12,4.4,289,WNW
울산,2016-01-27 13,5.2,266,W
울산,2016-01-27 14,6.3,264,W
울산,2016-01-27 15,7.8,249,WSW
울산,2016-01-27 16,6.4,256,WSW
울산,2016-01-27 17,7.7,243,WSW
울산,2016-01-27 18,7,254,WSW
울산,2016-01-27 19,7,236,SW
울산,2016-01-27 20,6.2,267,W
울산,2016-01-27 21,6.8,257,WSW
울산,2016-01-27 22,7.8,256,WSW
울산,2016-01-27 23,6.5,261,W
울산,2016-01-28 00,6.9,260,W
울산,2016-01-28 01,6.2,273,W
울산,2016-01-28 02,5.9,289,WNW
울산,2016-01-28 03,5.3,295,WNW
울산,2016-01-28 04,5.7,307,NW
울산,2016-01-28 05,4.6,7,N
울산,2016-01-28 06,3.5,11,N
울산,2016-01-28 07,2.9,19,NNE
울산,2016-01-28 08,3.2,19,NNE
울산,2016-01-28 09,1.8,49,NE
울산,2016-01-28 10,1.9,35,NE
울산,2016-01-28 11,3.3,26,NNE
울산,2016-01-28 12,2.6,39,NE
울산,2016-01-28 13,2.2,77,ENE
울산,2016-01-28 14,2.6,33,NNE
